"Name of Item";"price";"old Price";"link of Item";"sizes";"max Quantity";"rating";" parameters"
"Komputer do GIER i PRACY! i5 GTX 1650 16GB SSD";"1 990.00 zł";"3299.00 zł";"https://allegro.pl/oferta/komputer-do-gier-i-pracy-i5-gtx-1650-16gb-ssd-9808879840";"HDD;SSD;8 GB;16 GB";"86";"no";"Faktura:Wystawiam fakturę VAT; Stan:Odnowiony przez sprzedawcę; Model:GZi51650v16S; Waga (z opakowaniem):10 kg; Komunikacja:Wi-Fi LAN 10/100/1000 Mbps LAN 10/100 Mbps; Model procesora:2400; Taktowanie maksymalne procesora:3.4 GHz; Typ pamięci RAM:DDR3; Wielkość pamięci RAM:16 GB; Typ dysku twardego:SSD; Interfejs dysku twardego:SATA III; Rodzaj karty graficznej:dedykowana; Chłodzenie karty graficznej:aktywne; Złącza karty graficznej:DisplayPort DVI HDMI; Złącza zewnętrzne płyty głównej:USB 2.0 typ A USB 3.0 typ A RJ45 PS/2; Typ obudowy:Midi Tower; Złącza obudowy:USB 2.0 typ A USB 3.0 typ A mini jack 35 (audio); "
"ZESTAW DO GIER CORE i5 8GB SSD480 GEFORCE W10 24''";"1 799.00 zł";"2499.00 zł";"https://allegro.pl/oferta/zestaw-do-gier-core-i5-8gb-ssd480-geforce-w10-24-9726022410";"without";"5";"4.67(3 oceny produktu)";"Faktura:Wystawiam fakturę VAT; Stan:Nowy; Model:VISTPC; Wysokość produktu:35.9 cm; Głębokość produktu:35.2 cm; Monitor:LED; Komunikacja:LAN 10/100/1000 Mbps; Model procesora:Intel Core i5-2400; Taktowanie maksymalne procesora:3.4 GHz; Typ pamięci RAM:DDR3; Taktowanie szyny pamięci RAM:1600 MHz; Typ dysku twardego:SSD; Interfejs dysku twardego:SATA III; Rodzaj karty graficznej:dedykowana; Pamięć karty graficznej:2 GB; Złącza karty graficznej:DisplayPort HDMI; Gniazda rozszerzeń:PCIe 3.0 x1 PCIe 3.0 x16 SATA III (6 GB/s); Typ obudowy:Midi Tower; Złącza obudowy:USB 2.0 typ A USB 3.1 typ A mini jack 35 (audio); "
"GAMINGOWY_RYZEN 7 2700X_16G_RTX 2080 SUPER_SSD_RGB";"5 599.00 zł";"6999.00 zł";"https://allegro.pl/oferta/gamingowy-ryzen-7-2700x-16g-rtx-2080-super-ssd-rgb-9708253307";"GeForce GTX 1650 SUPER;GeForce GTX 1660 SUPER;GeForce RTX 2060;GeForce RTX 2060 Super;GeForce RTX 2070 Super;GeForce RTX 2080 Super;Radeon RX 5700 XT;4.1 GHz;4.3 GHz";"23";"5.00(1 ocena produktu)";"Faktura:Wystawiam fakturę VAT; Stan:Nowy; Model:brak; Waga (z opakowaniem):15 kg; Komunikacja:LAN 10/100/1000 Mbps; System operacyjny:Windows 10 Professional; Model procesora:AMD Ryzen 7 2700X; Taktowanie maksymalne procesora:4.3 GHz; Typ pamięci RAM:DDR4; Wielkość pamięci RAM:16 GB; Typ dysku twardego:SSD (M.2); Pojemność dysku:512 GB; Interfejs dysku twardego:SATA III M.2; Rodzaj karty graficznej:dedykowana; Pamięć karty graficznej:8 GB; Złącza karty graficznej:DisplayPort HDMI; Gniazda rozszerzeń:PCIe 3.0/2.0 x1 PCIe 3.0/2.0 x16 SATA III (6 GB/s) M.2; Typ obudowy:Midi Tower; Złącza obudowy:USB 3.0 typ A mini jack 35 (audio); "
"ZESTAW DO GIER Core i7 RX580 16GB SSD W10 IPS 24''";"2 999.00 zł";"4499.00 zł";"https://allegro.pl/oferta/zestaw-do-gier-core-i7-rx580-16gb-ssd-w10-ips-24-9187156572";"without";"5";"4.92(38 ocen produktu)";"Faktura:Wystawiam fakturę VAT; Stan:Nowy; Model:VISTPC; Wysokość produktu:35.9 cm; Głębokość produktu:35.2 cm; Monitor:LED; Komunikacja:LAN 10/100/1000 Mbps; Model procesora:Intel Core i7-2600; Taktowanie maksymalne procesora:3.8 GHz; Typ pamięci RAM:DDR3; Taktowanie szyny pamięci RAM:1600 MHz; Typ dysku twardego:SSD; Interfejs dysku twardego:SATA III; Rodzaj karty graficznej:dedykowana; Pamięć karty graficznej:8 GB; Złącza karty graficznej:DisplayPort HDMI; Gniazda rozszerzeń:PCIe 3.0 x1 PCIe 3.0 x16 SATA III (6 GB/s); Typ obudowy:Midi Tower; Złącza obudowy:USB 2.0 typ A USB 3.1 typ A mini jack 35 (audio); "
"GAMINGOWY_RYZEN 7 2700X_16G_GTX 1660 SUPER_SSD_RGB";"3 399.00 zł";"4499.00 zł";"https://allegro.pl/oferta/gamingowy-ryzen-7-2700x-16g-gtx-1660-super-ssd-rgb-9679537899";"GeForce GTX 1650 SUPER;GeForce GTX 1660 SUPER;GeForce RTX 2060;GeForce RTX 2060 Super;GeForce RTX 2070 Super;GeForce RTX 2080 Super;Radeon RX 5700 XT;4.1 GHz;4.3 GHz";"34";"no";"Faktura:Wystawiam fakturę VAT; Stan:Nowy; Typ komputera:komputer stacjonarny; Waga (z opakowaniem):15 kg; Typ napędu:brak; System operacyjny:Windows 10 Professional; Model procesora:AMD Ryzen 7 2700X; Taktowanie maksymalne procesora:4.3 GHz; Typ pamięci RAM:DDR4; Taktowanie szyny pamięci RAM:3200 MHz; Typ dysku twardego:SSD; Pojemność dysku:512 GB; Rodzaj karty graficznej:dedykowana; Pamięć karty graficznej:6 GB; Złącza karty graficznej:DisplayPort HDMI; Gniazda rozszerzeń:PCIe 3.0/2.0 x1 PCIe 3.0/2.0 x16 SATA III (6 GB/s); Typ obudowy:Midi Tower; Złącza obudowy:USB 3.0 typ A mini jack 35 (audio); "
"GAMINGOWY_RYZEN 7 2700X_16G_RTX 2060 SUPER_SSD_RGB";"4 099.00 zł";"4999.00 zł";"https://allegro.pl/oferta/gamingowy-ryzen-7-2700x-16g-rtx-2060-super-ssd-rgb-9679660550";"GeForce GTX 1650 SUPER;GeForce GTX 1660 SUPER;GeForce RTX 2060;GeForce RTX 2060 Super;GeForce RTX 2070 Super;GeForce RTX 2080 Super;Radeon RX 5700 XT;4.1 GHz;4.3 GHz";"15";"5.00(2 oceny produktu)";"Faktura:Wystawiam fakturę VAT; Stan:Nowy; Typ komputera:komputer stacjonarny; Waga (z opakowaniem):15 kg; Typ napędu:brak; Komunikacja:LAN 10/100/1000 Mbps; Model procesora:AMD Ryzen 7 2700X; Taktowanie maksymalne procesora:4.3 GHz; Typ pamięci RAM:DDR4; Taktowanie szyny pamięci RAM:3200 MHz; Typ dysku twardego:SSD; Pojemność dysku:512 GB; Rodzaj karty graficznej:dedykowana; Pamięć karty graficznej:8 GB; Złącza karty graficznej:DisplayPort HDMI; Gniazda rozszerzeń:PCIe 3.0/2.0 x1 PCIe 3.0/2.0 x16; Typ obudowy:Midi Tower; Złącza obudowy:USB 3.0 typ A mini jack 35 (audio); "
"DO GIER Core i7 16GB GTX 1660 SUPER GDDR6 1TB W10";"2 599.00 zł";"3599.00 zł";"https://allegro.pl/oferta/do-gier-core-i7-16gb-gtx-1660-super-gddr6-1tb-w10-8932242423";"without";"5";"4.88(50 ocen produktu)";"Faktura:Wystawiam fakturę VAT; Stan:Nowy; Model:VISTPC; Monitor:brak; Komunikacja:LAN 10/100/1000 Mbps; Model procesora:Intel Core i7-2600; Taktowanie maksymalne procesora:3.8 GHz; Typ pamięci RAM:DDR3; Taktowanie szyny pamięci RAM:1600 MHz; Typ dysku twardego:HDD; Interfejs dysku twardego:SATA III; Rodzaj karty graficznej:dedykowana; Pamięć karty graficznej:6 GB; Złącza karty graficznej:DisplayPort HDMI; Gniazda rozszerzeń:PCIe 3.0 x1 PCIe 3.0 x16 SATA III (6 GB/s); Typ obudowy:Midi Tower; Złącza obudowy:USB 2.0 typ A USB 3.0 typ A mini jack 35 (audio); "
"Apple Mac Mini i7 3.2GHz/32GB/1TB SSD";"7 499.00 zł";"10999.00 zł";"https://allegro.pl/oferta/apple-mac-mini-i7-3-2ghz-32gb-1tb-ssd-9866542944";"without";"30";"no";"Faktura:Wystawiam fakturę VAT; Stan:Nowy; Model:Mac Mini; System operacyjny:Mac OS; Seria procesora:Intel Core i7; Liczba rdzeni procesora:6; Typ pamięci RAM:DDR4; Wielkość pamięci RAM:32 GB; Typ dysku twardego:SSD; Pojemność dysku:1000 GB; Typ obudowy:Mini PC; "
"RGB DO GIER Core i7 RTX 2060 DDR6 16GB SSD 480 W10";"3 249.00 zł";"4999.00 zł";"https://allegro.pl/oferta/rgb-do-gier-core-i7-rtx-2060-ddr6-16gb-ssd-480-w10-8866673227";"480 GB;16 GB";"5";"4.85(13 ocen produktu)";"Faktura:Wystawiam fakturę VAT; Stan:Nowy; Model:VISTPC; Monitor:brak; Komunikacja:LAN 10/100/1000 Mbps; Model procesora:Intel Core i7-2600; Taktowanie maksymalne procesora:3.8 GHz; Typ pamięci RAM:DDR3; Taktowanie szyny pamięci RAM:1600 MHz; Typ dysku twardego:SSD; Interfejs dysku twardego:SATA III; Rodzaj karty graficznej:dedykowana; Pamięć karty graficznej:6 GB; Złącza karty graficznej:DisplayPort DVI-D HDMI; Gniazda rozszerzeń:PCIe 3.0 x1 PCIe 3.0 x16 SATA III (6 GB/s); Typ obudowy:Midi Tower; Złącza obudowy:USB 2.0 typ A USB 3.0 typ A mini jack 35 (audio); "
"GAMINGOWY_RYZEN 7 2700X_16G_RX 5700 XT 8GB_SSD_RGB";"4 299.00 zł";"5899.00 zł";"https://allegro.pl/oferta/gamingowy-ryzen-7-2700x-16g-rx-5700-xt-8gb-ssd-rgb-9819295371";"GeForce GTX 1650 SUPER;GeForce GTX 1660 SUPER;GeForce RTX 2060;GeForce RTX 2060 Super;GeForce RTX 2070 Super;GeForce RTX 2080 Super;Radeon RX 5700 XT;4.1 GHz;4.3 GHz";"22";"no";"Faktura:Wystawiam fakturę VAT; Stan:Nowy; Typ komputera:komputer stacjonarny; Waga (z opakowaniem):15 kg; Monitor:brak; Komunikacja:LAN 10/100/1000 Mbps; Model procesora:AMD Ryzen 7 2700X; Taktowanie maksymalne procesora:4.3 GHz; Typ pamięci RAM:DDR4; Wielkość pamięci RAM:16 GB; Typ dysku twardego:SSD; Pojemność dysku:512 GB; Rodzaj karty graficznej:dedykowana; Pamięć karty graficznej:8 GB; Złącza karty graficznej:DisplayPort HDMI; Gniazda rozszerzeń:PCIe 3.0/2.0 x1 PCIe 3.0/2.0 x16 SATA III (6 GB/s) M.2; Typ obudowy:Midi Tower; Złącza obudowy:USB 3.0 typ A mini jack 35 (audio); "
"Komputer Gamingowy- Intel i5 GTX 1050Ti 16GB Win10";"2 229.00 zł";"3299.00 zł";"https://allegro.pl/oferta/komputer-gamingowy-intel-i5-gtx-1050ti-16gb-win10-7965663069";"GeForce GTX 1050 Ti;GeForce GTX 1060;8 GB;16 GB";"133";"4.82(34 oceny produktu)";"Faktura:Wystawiam fakturę VAT; Stan:Odnowiony przez sprzedawcę; Typ komputera:komputer stacjonarny; Monitor:brak; System operacyjny:Windows 10 Home; Komunikacja:Wi-Fi LAN 10/100/1000 Mbps; Model procesora:2400; Taktowanie maksymalne procesora:3.4 GHz; Typ pamięci RAM:DDR3; Liczba wszystkich slotów RAM:2; Typ dysku twardego:HDD; Prędkość obrotowa dysku HDD:7200 obr./min; Rodzaj karty graficznej:dedykowana; Pamięć karty graficznej:4 GB; Złącza karty graficznej:DisplayPort DVI-D HDMI; Producent płyty głównej:Intel; Złącza zewnętrzne płyty głównej:USB 2.0 typ A USB 3.0 typ A mini jack 35 (audio) RJ45 PS/2 VGA (D-Sub); Typ obudowy:Midi Tower; Złącza obudowy:USB 2.0 typ A USB 3.0 typ A; "
"Zestaw do Gier i5-10400 16GB GTX1660 SUPER 500GB";"3 099.00 zł";"3899.00 zł";"https://allegro.pl/oferta/zestaw-do-gier-i5-10400-16gb-gtx1660-super-500gb-9539176936";"GeForce GTX 1650 SUPER;GeForce GTX 1660 SUPER;GeForce RTX 2060;GeForce RTX 2060 Super";"908";"4.83(6 ocen produktu)";"Faktura:Wystawiam fakturę VAT; Stan:Nowy; Model:K78; Monitor:brak; Komunikacja:LAN 10/100/1000 Mbps; Model procesora:i5 10400F; Taktowanie maksymalne procesora:4.3 GHz; Typ pamięci RAM:DDR4; Taktowanie szyny pamięci RAM:2666 MHz; Typ dysku twardego:SSD (M.2); Interfejs dysku twardego:PCIe typ M.2; Rodzaj karty graficznej:dedykowana; Pamięć karty graficznej:6 GB; Złącza karty graficznej:DisplayPort HDMI; Producent płyty głównej:Gigabyte; Chipset płyty głównej:Intel H410; Gniazda rozszerzeń:PCIe 3.0 x1 PCIe 3.0 x16; Typ obudowy:Midi Tower; Złącza obudowy:USB 2.0 typ A USB 3.0 typ A mini jack 35 (audio); "
"GAMINGOWY_RYZEN 7 2700X_16G_RTX 2070 SUPER_SSD_RGB";"4 599.00 zł";"5199.00 zł";"https://allegro.pl/oferta/gamingowy-ryzen-7-2700x-16g-rtx-2070-super-ssd-rgb-9708179009";"GeForce GTX 1650 SUPER;GeForce GTX 1660 SUPER;GeForce RTX 2060;GeForce RTX 2060 Super;GeForce RTX 2070 Super;GeForce RTX 2080 Super;Radeon RX 5700 XT;4.1 GHz;4.3 GHz";"11";"5.00(1 ocena produktu)";"Faktura:Wystawiam fakturę VAT; Stan:Nowy; Typ komputera:komputer stacjonarny; Waga (z opakowaniem):15 kg; Typ napędu:brak; Komunikacja:LAN 10/100/1000 Mbps; Model procesora:AMD Ryzen 7 2700X; Taktowanie maksymalne procesora:4.3 GHz; Typ pamięci RAM:DDR4; Taktowanie szyny pamięci RAM:3200 MHz; Typ dysku twardego:SSD; Pojemność dysku:512 GB; Rodzaj karty graficznej:dedykowana; Pamięć karty graficznej:8 GB; Złącza karty graficznej:DisplayPort HDMI; Gniazda rozszerzeń:PCIe 3.0/2.0 x1 PCIe 3.0/2.0 x16; Typ obudowy:Midi Tower; Złącza obudowy:USB 3.0 typ A mini jack 35 (audio); "
"GAMINGOWY_RYZEN 7 2700X_16G_GTX 1650 SUPER_SSD_RGB";"3 049.00 zł";"3899.00 zł";"https://allegro.pl/oferta/gamingowy-ryzen-7-2700x-16g-gtx-1650-super-ssd-rgb-9679586527";"GeForce GTX 1650 SUPER;GeForce GTX 1660 SUPER;GeForce RTX 2060;GeForce RTX 2060 Super;GeForce RTX 2070 Super;GeForce RTX 2080 Super;Radeon RX 5700 XT;4.1 GHz;4.3 GHz";"16";"no";"Faktura:Wystawiam fakturę VAT; Stan:Nowy; Typ komputera:komputer stacjonarny; Waga (z opakowaniem):15 kg; Typ napędu:brak; Komunikacja:LAN 10/100/1000 Mbps; Model procesora:AMD Ryzen 7 2700X; Taktowanie maksymalne procesora:4.3 GHz; Typ pamięci RAM:DDR4; Taktowanie szyny pamięci RAM:3200 MHz; Typ dysku twardego:SSD; Pojemność dysku:512 GB; Rodzaj karty graficznej:dedykowana; Pamięć karty graficznej:4 GB; Złącza karty graficznej:DisplayPort HDMI; Gniazda rozszerzeń:PCIe 3.0/2.0 x1 PCIe 3.0/2.0 x16 SATA III (6 GB/s); Typ obudowy:Midi Tower; Złącza obudowy:USB 3.0 typ A mini jack 35 (audio); "
"ZESTAW GRACZ RYZEN 12x34 16GB SSD GTX1660 S 24LED";"3 199.00 zł";"3650.00 zł";"https://allegro.pl/oferta/zestaw-gracz-ryzen-12x3-4-16gb-ssd-gtx1660-s-24led-9791509520";"GeForce GTX 1660 SUPER;Radeon RX 580";"73";"no";"Faktura:Wystawiam fakturę VAT; Stan:Nowy; Model:ZPC24-r526166s; Monitor:LED; Komunikacja:LAN 10/100/1000 Mbps; System operacyjny:Windows 10 Home Windows 10 Professional brak systemu; Model procesora:AMD Ryzen 5 2600; Taktowanie maksymalne procesora:3.9 GHz; Typ pamięci RAM:DDR4; Taktowanie szyny pamięci RAM:3000 MHz; Typ dysku twardego:SSD; Interfejs dysku twardego:SATA III; Rodzaj karty graficznej:dedykowana; Pamięć karty graficznej:6 GB; Złącza karty graficznej:DisplayPort HDMI; Chipset płyty głównej:AMD A320; Złącza zewnętrzne płyty głównej:USB 2.0 typ A USB 3.1 typ A gen 1 mini jack 35 (audio) RJ45 PS/2; Typ obudowy:Midi Tower; Złącza obudowy:USB 2.0 typ A USB 3.0 typ A mini jack 35 (audio); "
"Komputer Gamingowy- Intel i5 GTX 1060 16GB Win10";"2 577.00 zł";"3599.00 zł";"https://allegro.pl/oferta/komputer-gamingowy-intel-i5-gtx-1060-16gb-win10-7965660697";"GeForce GTX 1050 Ti;GeForce GTX 1060;16 GB";"103";"4.94(50 ocen produktu)";"Faktura:Wystawiam fakturę VAT; Stan:Odnowiony przez sprzedawcę; Typ komputera:komputer stacjonarny; Monitor:brak; System operacyjny:Windows 10 Home; Komunikacja:Wi-Fi LAN 10/100/1000 Mbps; Model procesora:2400; Taktowanie maksymalne procesora:3.4 GHz; Typ pamięci RAM:DDR3; Liczba wszystkich slotów RAM:2; Typ dysku twardego:HDD; Prędkość obrotowa dysku HDD:7200 obr./min; Rodzaj karty graficznej:dedykowana; Chłodzenie karty graficznej:aktywne; Złącza karty graficznej:DisplayPort DVI-D HDMI; Producent płyty głównej:Intel; Złącza zewnętrzne płyty głównej:USB 2.0 typ A USB 3.0 typ A mini jack 35 (audio) RJ45 PS/2 VGA (D-Sub); Typ obudowy:Midi Tower; Złącza obudowy:USB 2.0 typ A USB 3.0 typ A; "
"Zestaw PC do GIER 8GB 250GB +nowy 120SSD LED22";"899.00 zł";"1799.00 zł";"https://allegro.pl/oferta/zestaw-pc-do-gier-8gb-250gb-nowy-120ssd-led22-9451302799";"370 GB;490 GB;980 GB;8 GB;16 GB";"402";"no";"Faktura:Wystawiam fakturę VAT; Stan:Używany; Model:DELL-GAMER-X; System operacyjny:Windows 7 Professional 64-bit Windows 10 Professional; Seria procesora:Intel Core i3; Liczba rdzeni procesora:2; Typ pamięci RAM:DDR3; Wielkość pamięci RAM:8 GB; Typ dysku twardego:HDD + SSD; Pojemność dysku:370 GB; Typ obudowy:Mini PC; "
